#Doc,Entidad,Jaccard,Jaccard,SpaCy,SpaCy,SorensenDice,SorensenDice
,,idElegida,resultado,idElegida,resultado,idElegida,resultado
871,Response Message,bn:17373502n,0.06666666666666667,bn:17373502n,0.690895014249627,bn:17373502n,0.125
873,Google,bn:03088680n,0.06666666666666667,bn:03088680n,0.7913771397563988,bn:03088680n,0.125
873,Google Play Store,bn:02851290n,0.05555555555555555,bn:02851290n,0.7837308496823541,bn:02851290n,0.10526315789473684
883,NOAA,bn:00056938n,0.021739130434782608,bn:00056938n,0.8334073381355114,bn:00056938n,0.0425531914893617
886,OCR,bn:03268468n,0.0625,bn:03268468n,0.7776648900368656,bn:03268468n,0.11764705882352941
889,Candidate,bn:00015205n,0.03571428571428571,bn:01032247n,0.7124146388883104,bn:00015205n,0.06896551724137931
897,MMS,bn:03507604n,0.0,bn:03507604n,0.6693621206542452,bn:03507604n,0.0
897,Voice,bn:00072788n,0.028037383177570093,bn:02792917n,0.8153002379227575,bn:00072788n,0.05454545454545454
898,Unicode,bn:02574237n,0.028169014084507043,bn:02529895n,0.7955130152231519,bn:02574237n,0.0547945205479452
898,Response Message,bn:17373502n,0.04477611940298507,bn:17373502n,0.712236380985805,bn:17373502n,0.08571428571428572
905,Class Group,bn:00725544n,0.007009345794392523,bn:00725544n,0.8106965720581499,bn:00725544n,0.013921113689095127
905,Committee,bn:00021015n,0.014218009478672985,bn:00417147n,0.7503436121582349,bn:00021015n,0.028037383177570093
906,CSS,bn:01642119n,0.046875,bn:01642119n,0.8118539018293636,bn:01642119n,0.08955223880597014
908,CSS,bn:01642119n,0.029411764705882353,bn:03213553n,0.8178551770208966,bn:01642119n,0.05714285714285714
908,Google,bn:03088680n,0.0625,bn:00041092n,0.787337163470892,bn:03088680n,0.11764705882352941
908,Apple,bn:00005054n,0.046511627906976744,bn:01783257n,0.844842381016745,bn:00005054n,0.08888888888888889
911,Wikipedia,bn:03288118n,0.03333333333333333,bn:00570351n,0.7610108423246345,bn:03288118n,0.06451612903225806
918,Duedil,bn:02696851n,0.19607843137254902,bn:02696851n,0.8822123117333456,bn:02696851n,0.32786885245901637
919,Travel,bn:01707078n,0.0196078431372549,bn:01707078n,0.7409735051367509,bn:01707078n,0.038461538461538464
927,SEC,bn:00174182n,0.01910828025477707,bn:00068672n,0.7910897106315105,bn:00174182n,0.0375
935,IATA,bn:03506373n,0.0,bn:03506373n,0.7816971384312079,bn:03506373n,0.0
938,Office,bn:00001961n,0.06451612903225806,bn:00001961n,0.7908607906936631,bn:00001961n,0.12121212121212122
938,Sample,bn:00069079n,0.03076923076923077,bn:00280874n,0.7417126155255908,bn:00069079n,0.05970149253731343
941,Bloomberg,bn:03178685n,0.06451612903225806,bn:03178685n,0.7255305879405067,bn:03178685n,0.12121212121212122
943,Response Message,bn:17373502n,0.023809523809523808,bn:17373502n,0.7113413952822758,bn:17373502n,0.046511627906976744
947,Ascii,bn:00003473n,0.05982905982905983,bn:00003473n,0.7253450283551737,bn:00003473n,0.11290322580645161
952,Time,bn:00077270n,0.02666666666666667,bn:00176411n,0.8862890756517636,bn:00077270n,0.05194805194805195
952,House,bn:00045000n,0.032679738562091505,bn:00598308n,0.8326272606227284,bn:00045000n,0.06329113924050633
957,SNP,bn:00071748n,0.025362318840579712,bn:00071748n,0.8803506913053286,bn:00071748n,0.04946996466431095
957,Picture Post,bn:00229599n,0.007462686567164179,bn:00229599n,0.6245385532244091,bn:00229599n,0.014814814814814815
957,Post,bn:01500184n,0.01486988847583643,bn:00052815n,0.8417955795201817,bn:01500184n,0.029304029304029304
960,Network,bn:00021488n,0.08333333333333333,bn:00024712n,0.7981320970051804,bn:00021488n,0.15384615384615385
964,IATA,bn:03506373n,0.0,bn:03506373n,0.7801438697187626,bn:03506373n,0.0
980,Cards,bn:00062958n,0.06896551724137931,bn:00015923n,0.77152402155627,bn:00062958n,0.12903225806451613
980,Prices,bn:00025083n,0.03636363636363636,bn:00025083n,0.7754037438439365,bn:00025083n,0.07017543859649122
984,Sentiment Analysis,bn:03488216n,0.057692307692307696,bn:03488216n,0.7748813011015124,bn:03488216n,0.10909090909090909
988,URI,bn:00079080n,0.017045454545454544,bn:00079080n,0.8050445552707255,bn:00079080n,0.0335195530726257
990,Shuffler,bn:14321759n,0.010526315789473684,bn:14321759n,0.7976088556853557,bn:14321759n,0.020833333333333332
1001,Service,bn:00044916n,0.01818181818181818,bn:02467025n,0.7401482807217006,bn:00044916n,0.03571428571428571
1001,UTC,bn:00022460n,0.007246376811594203,bn:00022460n,0.7416823099950718,bn:00022460n,0.014388489208633094
1010,IPL,bn:00522839n,0.016666666666666666,bn:00522839n,0.8406654623842269,bn:00522839n,0.03278688524590164
1014,LRC,bn:01114034n,0.03896103896103896,bn:01114034n,0.8352261862125637,bn:01114034n,0.075
1014,State,bn:00981046n,0.03225806451612903,bn:17064589n,0.8502266147568436,bn:00981046n,0.0625
1016,URL,bn:00079080n,0.03614457831325301,bn:00079080n,0.8074919266778076,bn:00079080n,0.06976744186046512
1018,NLP,bn:00045156n,0.049019607843137254,bn:00045156n,0.7327961510279843,bn:00045156n,0.09345794392523364
1018,Post,bn:01500184n,0.038834951456310676,bn:00052815n,0.815024094344191,bn:01500184n,0.07476635514018691
1020,Apple,bn:00005054n,0.02040816326530612,bn:00955003n,0.7782181749141583,bn:00005054n,0.04
1023,Golf Handicap,bn:03897592n,0.038461538461538464,bn:03897592n,0.7066237528274945,bn:03897592n,0.07407407407407407
1030,BOT,bn:00696391n,0.0380952380952381,bn:00696391n,0.8026744071625117,bn:00696391n,0.07339449541284404
1033,Collections,bn:02006415n,0.02564102564102564,bn:01216265n,0.8500494896556836,bn:02006415n,0.05
1035,House of Representatives,bn:00045015n,0.0847457627118644,bn:16104015n,0.8827066933320655,bn:00045015n,0.15625
1035,Government Printing Office,bn:00041203n,0.1016949152542373,bn:00041203n,0.8917088410670552,bn:00041203n,0.18461538461538463
1035,Congress,bn:00021844n,0.12903225806451613,bn:01827833n,0.8694835991729432,bn:00021844n,0.22857142857142856
1046,DESC,bn:00354528n,0.021739130434782608,bn:00354528n,0.6842627278232319,bn:00354528n,0.0425531914893617
1048,Ajax,bn:00850961n,0.023952095808383235,bn:01233657n,0.8538670498143001,bn:00850961n,0.04678362573099415
1075,Facebook,bn:03624775n,0.017857142857142856,bn:01773790n,0.7348323218361347,bn:03624775n,0.03508771929824561
1085,Bank Account,bn:00008374n,0.038461538461538464,bn:00008374n,0.648496035091866,bn:00008374n,0.07407407407407407
1085,Invoice,bn:00000746n,0.0423728813559322,bn:00058148n,0.6992360574562485,bn:00000746n,0.08130081300813008
1086,eBay,bn:00495464n,0.025974025974025976,bn:00495464n,0.7770432299154363,bn:00495464n,0.05063291139240506
1091,Push Notification Service,bn:01250673n,0.05555555555555555,bn:01250673n,0.6984549975535599,bn:01250673n,0.10526315789473684
1099,Google,bn:03088680n,0.043478260869565216,bn:00041092n,0.8489822637902045,bn:03088680n,0.08333333333333333
1108,Google,bn:00041092n,0.037037037037037035,bn:00041092n,0.7976790008849413,bn:00041092n,0.07142857142857142
1121,Tribunal,bn:00023301n,0.043478260869565216,bn:01801569n,0.8337137954250669,bn:00023301n,0.08333333333333333
1130,Random Data,bn:00031061n,0.025,bn:00031061n,0.7796019701655693,bn:00031061n,0.04878048780487805
1137,Bank Account,bn:00008374n,0.015503875968992248,bn:00008374n,0.523894168087648,bn:00008374n,0.030534351145038167
1137,Time,bn:00077270n,0.022222222222222223,bn:00176411n,0.8140844798683637,bn:00077270n,0.043478260869565216
1141,PHP,bn:01753580n,0.021739130434782608,bn:01753580n,0.7386023888667803,bn:01753580n,0.0425531914893617
1159,Time,bn:01437670n,0.05660377358490566,bn:00176411n,0.8731607933752527,bn:01437670n,0.10714285714285714
1160,Todo,bn:14100071n,0.029411764705882353,bn:14100071n,0.5773708057392029,bn:14100071n,0.05714285714285714
1161,UEA,bn:01907458n,0.041666666666666664,bn:01907458n,0.7716687730376692,bn:01907458n,0.08
1174,Google,bn:03088680n,0.05405405405405406,bn:03088680n,0.796281027233205,bn:03088680n,0.10256410256410256
1178,Amazon,bn:03796855n,0.022727272727272728,bn:02995498n,0.8245879375146246,bn:03796855n,0.044444444444444446
1185,Digital Signature,bn:03423012n,0.07017543859649122,bn:03423012n,0.7960374184123918,bn:03423012n,0.13114754098360656
1187,USPS,bn:00079136n,0.028037383177570093,bn:00079136n,0.8284773755707527,bn:00079136n,0.05454545454545454
1188,Google Pagerank,bn:01989993n,0.04878048780487805,bn:01989993n,0.7715945990961525,bn:01989993n,0.09302325581395349
1197,MTA,bn:03102214n,0.028169014084507043,bn:01302023n,0.8333965816586788,bn:03102214n,0.0547945205479452
1199,BTC,bn:17260104n,0.011764705882352941,bn:00325281n,0.651137812917719,bn:17260104n,0.023255813953488372
1202,Amazon,bn:00576199n,0.017857142857142856,bn:10490518n,0.7934596266873947,bn:00576199n,0.03508771929824561
1202,EC,bn:00021127n,0.025974025974025976,bn:00021127n,0.8338900227143046,bn:00021127n,0.05063291139240506
1203,Capital City,bn:00064917n,0.1111111111111111,bn:02499427n,0.8127992335778285,bn:00064917n,0.2
1203,ISO Language Code,bn:00909204n,0.05555555555555555,bn:00909204n,0.6508703393271833,bn:00909204n,0.10526315789473684
1207,OS Grid Reference,bn:02949628n,0.07272727272727272,bn:02949628n,0.7236656680954994,bn:02949628n,0.13559322033898305
1209,ISO,bn:02819954n,0.0625,bn:00708343n,0.7619540518880857,bn:02819954n,0.11764705882352941
1213,IETF,bn:00745817n,0.017857142857142856,bn:00745817n,0.7758267034924289,bn:00745817n,0.03508771929824561
1216,UPC,bn:00008480n,0.024242424242424242,bn:00008480n,0.7709773590667839,bn:00008480n,0.047337278106508875
1216,SVG,bn:02136503n,0.017964071856287425,bn:02136503n,0.828968196163297,bn:02136503n,0.03529411764705882
1216,Svg,bn:02136503n,0.017964071856287425,bn:02136503n,0.828968196163297,bn:02136503n,0.03529411764705882
1220,Organization,bn:15597777n,0.021505376344086023,bn:01307176n,0.7714543738291094,bn:15597777n,0.042105263157894736
1225,Amazon,bn:00003244n,0.023809523809523808,bn:02995498n,0.839175864513609,bn:00003244n,0.046511627906976744
1231,FundAmerica,bn:01969059n,0.01020408163265306,bn:01969059n,0.7102820458638597,bn:01969059n,0.020202020202020204
1235,NLTK,bn:00899454n,0.028846153846153848,bn:00899454n,0.6458109583642502,bn:00899454n,0.056074766355140186
1240,OpenOffice,bn:13832484n,0.025,bn:13832484n,0.7391266309753625,bn:13832484n,0.04878048780487805
1242,VIN Number,bn:16484036n,0.06382978723404255,bn:16484036n,0.5392642486051282,bn:16484036n,0.12
1245,Response Message,bn:17373502n,0.04878048780487805,bn:17373502n,0.6736832083899815,bn:17373502n,0.09302325581395349
1248,World Bank Group,bn:03038026n,0.056179775280898875,bn:03038026n,0.8794783492057695,bn:03038026n,0.10638297872340426
1248,World Bank,bn:00045699n,0.06741573033707865,bn:00045699n,0.8864189243595956,bn:00045699n,0.12631578947368421
1267,SFO,bn:01850213n,0.0,bn:01850213n,0.538577085412636,bn:01850213n,0.0
1268,CSS,bn:01642119n,0.05660377358490566,bn:03213553n,0.8254886724382899,bn:01642119n,0.10714285714285714
